seq_num,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps
4141,0.104432,-0.047336,-0.976488,0.140000,-2.100000,-0.420000
4142,0.104432,-0.048312,-0.975512,0.350000,-2.030000,-0.350000
4143,0.103456,-0.048800,-0.974536,0.000000,-1.890000,-0.350000
4144,0.105408,-0.047824,-0.972584,0.280000,-2.030000,-0.280000
4145,0.103944,-0.049288,-0.974536,0.000000,-1.890000,-0.420000
4146,0.104432,-0.046848,-0.974048,0.350000,-2.100000,-0.350000
4147,0.103944,-0.049776,-0.975512,0.070000,-1.960000,-0.420000
4148,0.103456,-0.047824,-0.974048,0.210000,-2.100000,-0.420000
4149,0.102480,-0.048312,-0.973560,0.140000,-1.960000,-0.350000
4150,0.102480,-0.047336,-0.975512,0.280000,-2.170000,-0.420000
4151,0.102968,-0.048312,-0.973072,0.070000,-1.960000,-0.420000
4152,0.106384,-0.047336,-0.974048,0.210000,-1.960000,-0.420000
4153,0.104432,-0.046848,-0.975512,0.070000,-1.960000,-0.420000
4154,0.104920,-0.046360,-0.974536,0.210000,-2.030000,-0.420000
4155,0.104432,-0.046848,-0.971120,0.140000,-1.960000,-0.350000
4156,0.105896,-0.047336,-0.974048,0.140000,-1.960000,-0.420000
4157,0.104920,-0.047824,-0.975024,0.350000,-2.030000,-0.420000
4158,0.103944,-0.046848,-0.974536,0.070000,-1.960000,-0.420000
4159,0.103456,-0.047824,-0.973072,0.140000,-1.960000,-0.420000
4160,0.104920,-0.048312,-0.975512,0.070000,-1.960000,-0.420000
4161,0.103456,-0.048312,-0.972096,0.280000,-2.170000,-0.350000
4162,0.102968,-0.050264,-0.974536,0.140000,-1.890000,-0.280000
4163,0.106384,-0.049288,-0.974048,0.210000,-2.100000,-0.350000
4164,0.103944,-0.047336,-0.972584,0.070000,-2.030000,-0.350000
4165,0.104920,-0.045384,-0.973560,0.280000,-2.100000,-0.350000
4166,0.101016,-0.047336,-0.975512,0.140000,-1.890000,-0.350000
4167,0.104920,-0.047824,-0.975512,0.210000,-2.100000,-0.350000
4168,0.104920,-0.047824,-0.974536,0.140000,-1.890000,-0.420000
4169,0.104920,-0.047824,-0.974048,0.210000,-1.960000,-0.420000
4170,0.106872,-0.050264,-0.976000,0.140000,-1.890000,-0.350000
4171,0.105896,-0.048800,-0.973072,0.000000,-2.030000,-0.350000
4172,0.102968,-0.049288,-0.973072,0.140000,-1.890000,-0.350000
4173,0.106872,-0.046848,-0.975512,0.070000,-2.030000,-0.350000
4174,0.103456,-0.047824,-0.973560,0.140000,-1.820000,-0.420000
4175,0.107360,-0.048312,-0.973560,0.070000,-1.960000,-0.420000
4176,0.104432,-0.048800,-0.975024,0.210000,-1.820000,-0.420000
4177,0.104432,-0.048312,-0.976976,0.210000,-1.890000,-0.350000
4178,0.104432,-0.047824,-0.971120,0.210000,-1.960000,-0.350000
4179,0.103456,-0.048312,-0.973072,-0.070000,-1.960000,-0.350000
4180,0.104920,-0.048312,-0.974536,0.210000,-2.030000,-0.420000
4181,0.103944,-0.047824,-0.974536,0.070000,-1.820000,-0.490000
4182,0.103944,-0.047336,-0.974048,0.280000,-1.890000,-0.420000
4183,0.103944,-0.046360,-0.975512,0.070000,-1.960000,-0.490000
4184,0.102968,-0.047336,-0.974536,0.210000,-1.820000,-0.350000
4185,0.103456,-0.046360,-0.974536,0.070000,-1.960000,-0.420000
4186,0.102968,-0.047824,-0.974536,0.140000,-1.820000,-0.350000
4187,0.102968,-0.047336,-0.975024,0.070000,-1.820000,-0.420000
4189,0.104432,-0.048800,-0.973560,0.140000,-1.820000,-0.420000
4190,0.105408,-0.048312,-0.973560,0.000000,-1.890000,-0.490000
4191,0.106384,-0.047336,-0.971120,0.210000,-1.890000,-0.420000
4192,0.105896,-0.050752,-0.974048,0.070000,-2.030000,-0.420000
4193,0.106872,-0.049288,-0.976976,0.280000,-1.750000,-0.490000
4194,0.105896,-0.048312,-0.975512,0.000000,-1.820000,-0.420000
4195,0.104920,-0.046848,-0.972096,0.070000,-1.960000,-0.490000
4196,0.106384,-0.047824,-0.974048,0.070000,-1.890000,-0.420000
4197,0.104920,-0.047336,-0.974536,0.210000,-1.820000,-0.420000
